Transaction id,Account id,Merchant_id,Device_id,Tansaction amount,Transaction time,Transaction city,Transaction status
TXN_D4994D73D04A4055,ACC_MA1W2I46,MER_J9Z1JCAE,DEV_5IZRGCRN,501,2025-03-13 05:02:00,Chennai,SUCCESS
TXN_2D6B823491C24F11,ACC_V952XJLQ,MER_9R8QJ8D7,DEV_T4AD4AI5,2658,2025-03-14 12:44:00,Bangalore,SUCCESS
TXN_EB4FF895E2874132,ACC_QUQMPC1M,MER_G303JJCG,DEV_FY1TDJN1,768,2025-03-15 07:47:00,Hyderabad,SUCCESS
TXN_65AEEA939FA34F53,ACC_JFTWFLPZ,MER_DQO49H1E,DEV_O2W8ZJHT,3426,2025-03-16 13:49:00,Bangalore,SUCCESS
TXN_FB53608C3E674960,ACC_QCFGU0VS,MER_DU6H1HAI,DEV_WKZPO3AW,2367,2025-03-17 12:31:00,Chennai,SUCCESS
TXN_801B589E49DB49A8,ACC_84ME9B5Q,MER_M1TFHFX1,DEV_C29I4LM2,3030,2025-03-18 16:57:00,Bangalore,SUCCESS
TXN_5DC0223BE679464B,ACC_TG38R78R,MER_CJ8X613N,DEV_QS1B7EXK,2323,2025-03-19 10:11:00,Mumbai,SUCCESS
TXN_11A8C56C9E334C62,ACC_794437OX,MER_41XU703S,DEV_FAZ977Z4,703,2025-03-20 06:12:00,Mumbai,SUCCESS
TXN_69D1E9078D6D4C9B,ACC_A06QQPAB,MER_3DMH0GPA,DEV_MEGOFALB,3943,2025-03-21 14:38:00,Hyderabad,SUCCESS
TXN_E150C8B0549A46A2,ACC_A43ZVHNF,MER_V7PU311X,DEV_ID9AZ7DM,533,2025-03-22 04:22:00,Mumbai,SUCCESS
TXN_31CA62C0620D4538,ACC_LJZEB8IV,MER_2VA2JDWJ,DEV_88XMYVL9,1206,2025-03-23 04:02:00,Bangalore,SUCCESS
TXN_7C805747A09842B4,ACC_YTFKL2KS,MER_4UR3ZK7F,DEV_Z6QPF5GD,2434,2025-03-24 17:43:00,Mumbai,SUCCESS
TXN_F0F31685EDBB4EBB,ACC_1NJTXKW8,MER_BU0RFEKO,DEV_C29I4LM2,3991,2025-03-25 23:47:00,Delhi,SUCCESS
TXN_0CEEB4444C054733,ACC_C7ZO64BS,MER_4HAQIEIC,DEV_PPJCJ02V,2692,2025-03-26 04:43:00,Delhi,SUCCESS
TXN_9141D3C2326D4340,ACC_SFGI97E8,MER_65D4R7E5,DEV_7BPK4LIZ,2666,2025-03-27 12:40:00,Chennai,SUCCESS
TXN_0E05A8C182CB4C96,ACC_0C7EIE8R,MER_277FA8WQ,DEV_H8F43741,368,2025-03-28 06:50:00,Hyderabad,SUCCESS
TXN_CAA423C72D434053,ACC_T5H22IPI,MER_7NMFFXPH,DEV_RT7U7J8V,2940,2025-03-29 10:26:00,Mumbai,SUCCESS
TXN_3E193D495DB54AA5,ACC_SLAW3WUM,MER_P9WKKTKT,DEV_BM6J8215,1799,2025-03-30 23:52:00,Chennai,SUCCESS
TXN_6296CC6F019B4472,ACC_7RAV6BH2,MER_O51TDTE0,DEV_4NXEBZSP,3709,2025-03-31 02:14:00,Bangalore,SUCCESS
TXN_B6DE3E30275847AB,ACC_RVQ8XB1F,MER_9R8QJ8D7,DEV_23ZV2G2I,3446,2025-01-01 04:08:00,Mumbai,SUCCESS
TXN_4FFE82C63D24467D,ACC_EGKZPKQZ,MER_P8NU1ETP,DEV_M1LFFUMY,1455,2025-01-02 16:17:00,Delhi,SUCCESS
TXN_9FFAAC42F4BE4E5F,ACC_PZPBGTCS,MER_7EVPEHCU,DEV_3VDF27XY,3213,2025-01-03 07:54:00,Delhi,SUCCESS
TXN_5424C439490E48A3,ACC_749S5VQH,MER_2VUH5Q1T,DEV_QACMX9SB,2271,2025-01-04 11:01:00,Bangalore,SUCCESS
TXN_B5306D35C23744B7,ACC_B4YHW7DK,MER_YLJYZYZO,DEV_YOCRM5IX,133,2025-01-05 09:57:00,Bangalore,SUCCESS
TXN_E6A0C63000754C03,ACC_O79YE6A9,MER_5TGJTFOR,DEV_DHFZUBAS,254,2025-01-06 17:40:00,Chennai,SUCCESS
TXN_8A20B59A939F4614,ACC_RG0COXZC,MER_7AOO37Z1,DEV_O6FG2MZ9,1340,2025-01-07 13:38:00,Chennai,SUCCESS
TXN_8CCBEA32FA8448BA,ACC_5OE7RUSO,MER_OCI90667,DEV_VAKNTGJN,321,2025-01-08 19:20:00,Chennai,SUCCESS
TXN_ADA76541D36046F3,ACC_798T4VCP,MER_X0HS8V19,DEV_KBFS0R5T,2830,2025-01-09 03:22:00,Bangalore,SUCCESS
TXN_3B129CC87E8646B0,ACC_RVOEJR4U,MER_4ARP7RFY,DEV_GME6FNQH,984,2025-01-10 13:47:00,Mumbai,SUCCESS
TXN_613B51B1AD584B34,ACC_1WM1XXQ1,MER_PBVSB770,DEV_FAZ977Z4,3846,2025-01-11 09:10:00,Chennai,SUCCESS
TXN_E56DCD2EAD6C4C2C,ACC_RLBG8PWM,MER_SAYY6VP0,DEV_VN0TZWO3,1803,2025-01-12 05:34:00,Hyderabad,SUCCESS
TXN_BE0C0AF83AED4F52,ACC_WE06NQFK,MER_41XU703S,DEV_G5I3JRDP,748,2025-01-13 21:48:00,Chennai,SUCCESS
TXN_931B8C530DBB4F73,ACC_A335RNWG,MER_87CMP6US,DEV_82B9G7QF,1709,2025-01-14 02:39:00,Chennai,SUCCESS
TXN_F3A79EEA735B4FBA,ACC_ZZ21564Y,MER_7AOO37Z1,DEV_PJXW9CKL,2608,2025-01-15 01:28:00,Chennai,SUCCESS
TXN_9D89550F3B514CFE,ACC_UGB76HJZ,MER_EDXK3V8R,DEV_9GDCFD9L,2345,2025-01-16 12:55:00,Delhi,SUCCESS
TXN_37308EFD9DDF49B9,ACC_2Y7UJJZE,MER_7NMFFXPH,DEV_82B9G7QF,817,2025-01-17 20:32:00,Hyderabad,SUCCESS
TXN_C25E2A31306C4778,ACC_84ME9B5Q,MER_NPX106TB,DEV_8QTGZCOH,3332,2025-01-18 07:21:00,Mumbai,SUCCESS
TXN_515A9B2718D7446E,ACC_C1QHR8SR,MER_120K09HG,DEV_SEN07LJ8,3231,2025-01-19 20:08:00,Mumbai,SUCCESS
TXN_C0342A084FFD4B72,ACC_EGF0I90B,MER_7LRMMTJR,DEV_KUHR42SG,234828,2025-01-20 01:37:00,Mumbai,SUCCESS
TXN_326E9320476F40D7,ACC_L8YNCFZF,MER_P8NU1ETP,DEV_PZNQ6E5D,721,2025-01-21 05:07:00,Bangalore,SUCCESS
TXN_5EC7E6DE55074F45,ACC_3OIRVDUB,MER_QX881QRW,DEV_MEGOFALB,2690,2025-01-22 00:23:00,Chennai,SUCCESS
TXN_B2E04C1DC7364756,ACC_06C5747E,MER_MQWIYBCL,DEV_MKEEWQ7J,2455,2025-01-23 05:49:00,Hyderabad,SUCCESS
TXN_59963843D541484C,ACC_GXBYKTQI,MER_2AD6D20L,DEV_VAKNTGJN,405,2025-01-24 08:17:00,Bangalore,SUCCESS
TXN_B1B17F8CB4C04C7A,ACC_RWU9XFHZ,MER_9R8QJ8D7,DEV_3X64CVLI,2393,2025-01-25 09:14:00,Mumbai,SUCCESS
TXN_8962240F4AAD4279,ACC_5C3HD1WA,MER_NM6PK90B,DEV_XBR0FGMK,3353,2025-01-26 03:33:00,Chennai,SUCCESS
TXN_D5CF92756A094E86,ACC_EE4BI6RQ,MER_M096Z2VD,DEV_2VVKPZD9,924,2025-01-27 04:41:00,Hyderabad,SUCCESS
TXN_861A391303AA41A1,ACC_R4BM8YNW,MER_1PPLH73C,DEV_IAX3A4LF,2576,2025-01-28 16:11:00,Chennai,SUCCESS
TXN_1ED812FAEC1B4014,ACC_K0G08SER,MER_7CYYDJ39,DEV_EY7Q2QE8,1408,2025-01-29 13:35:00,Bangalore,SUCCESS
TXN_BEED8C00D29D4C18,ACC_D2FLONUC,MER_WP327NGN,DEV_G5I3JRDP,2079,2025-01-30 02:35:00,Mumbai,SUCCESS
TXN_1C4B4284DAC4492E,ACC_M64FTIJ3,MER_KXW8VPCR,DEV_MKEEWQ7J,2403,2025-01-31 02:36:00,Hyderabad,SUCCESS
TXN_BE69A947F93C411E,ACC_UR5CNNBA,MER_7M6EG8WT,DEV_0V8PAAWD,491,2025-02-01 12:37:00,Delhi,SUCCESS
TXN_944EB02F67E94B41,ACC_AIIT526R,MER_IHMVTPIV,DEV_OPWVU7MU,968,2025-02-02 02:19:00,Delhi,SUCCESS
TXN_2D14A8F03AE14214,ACC_0EM3NTWZ,MER_JQCTQM6Z,DEV_0V8PAAWD,2321,2025-02-03 20:05:00,Mumbai,SUCCESS
TXN_22EB2F0A065F4371,ACC_AFWJJEJS,MER_Q4UOYRA3,DEV_G5I3JRDP,862,2025-02-04 13:53:00,Chennai,SUCCESS
TXN_0B68886646644E8D,ACC_EZTWYK2F,MER_BDQOAEOU,DEV_JI5W8PIF,1958,2025-02-05 00:58:00,Hyderabad,SUCCESS
TXN_6CE15DBB38814462,ACC_EK20I6Y8,MER_4UR3ZK7F,DEV_XIZEC16L,681,2025-02-06 19:27:00,Mumbai,SUCCESS
TXN_6C4C178BE822440A,ACC_HFBR06NQ,MER_PBVSB770,DEV_4GDPZ18V,327,2025-02-07 21:35:00,Chennai,SUCCESS
TXN_38AFFCDA1C8B4B8C,ACC_TY2QQYKJ,MER_TAGE5ZLG,DEV_QUIHR56U,2410,2025-02-08 15:21:00,Hyderabad,SUCCESS
TXN_B85FC33968F241CC,ACC_Y1S2DYHU,MER_9FKJ9GDO,DEV_PZNQ6E5D,3042,2025-02-09 03:00:00,Delhi,SUCCESS
TXN_D5C21768AAA249D9,ACC_EGKZPKQZ,MER_W0JSP0TD,DEV_5UH1QTQP,1602,2025-02-10 08:09:00,Chennai,SUCCESS
TXN_13AD071ADDCF4B1B,ACC_M19I6PQH,MER_9KY4VTBC,DEV_18DPS48I,1471,2025-02-11 01:39:00,Mumbai,SUCCESS
TXN_1F17883ED15F4AAB,ACC_J5PZQV8U,MER_P9WKKTKT,DEV_XIZEC16L,1096,2025-02-12 23:06:00,Hyderabad,SUCCESS
TXN_8636AB28D54044E5,ACC_08DKV0L2,MER_SN8843F1,DEV_JZBE2HNT,2387,2025-02-13 12:12:00,Delhi,SUCCESS
TXN_333BF5C29CDB4080,ACC_HFKI7Y7B,MER_N7CCWCPF,DEV_FY1TDJN1,2670,2025-02-14 01:02:00,Mumbai,SUCCESS
TXN_3579875140834BA0,ACC_R1EMXY31,MER_N388G2Q9,DEV_QL9GOONR,3641,2025-02-15 05:32:00,Hyderabad,SUCCESS
TXN_CC8BD9FEDA7841AE,ACC_5C3HD1WA,MER_CKNAXPXV,DEV_0V8PAAWD,316,2025-02-16 11:53:00,Bangalore,SUCCESS
TXN_F97330BC396A4FDB,ACC_AJ8VHRBA,MER_G9ZIWF6A,DEV_64EH8YF1,1570,2025-02-17 10:00:00,Chennai,SUCCESS
TXN_9A5B1777C9D94507,ACC_5XATQJ6F,MER_E7ZYJUU1,DEV_FSL9ELMQ,1429,2025-02-18 14:53:00,Bangalore,SUCCESS
TXN_03FB265B1B184FE5,ACC_5364CN1D,MER_ZU4L3M2O,DEV_PZY37KMY,2508,2025-02-19 08:58:00,Chennai,SUCCESS
TXN_BCB3BB743CAC48F3,ACC_P56D49HQ,MER_3DMH0GPA,DEV_KUHR42SG,1327,2025-02-20 13:53:00,Mumbai,SUCCESS
TXN_9C4642927C9D4E50,ACC_CH6ESSD5,MER_ZWMJ94H3,DEV_C8OJ88KF,2005,2025-02-21 13:00:00,Delhi,SUCCESS
TXN_3C9F45189D334D10,ACC_DEAX6EYU,MER_10WSVRI9,DEV_VAKNTGJN,298,2025-02-22 08:06:00,Chennai,SUCCESS
TXN_93B560DD5F9D4F91,ACC_CQDNDVX3,MER_JQ2S3ZW9,DEV_XSTOAB1S,2485,2025-02-23 05:20:00,Delhi,SUCCESS
TXN_4FAB142CAF0B4AD2,ACC_18IY485U,MER_OCI90667,DEV_KBFS0R5T,3504,2025-02-24 01:35:00,Mumbai,SUCCESS
TXN_0D5BFE26B37C4DF8,ACC_MP4R3YFM,MER_N5BSRT38,DEV_O2W8ZJHT,3208,2025-02-25 18:57:00,Bangalore,SUCCESS
TXN_DF0AF6E594E24E29,ACC_GVWMPILR,MER_3SJ6FRWU,DEV_5HUGPFP0,1910,2025-02-26 09:22:00,Delhi,SUCCESS
TXN_EF88366A59C544A9,ACC_OC067CI0,MER_E7ZYJUU1,DEV_UL2T0WWW,2351,2025-02-27 04:33:00,Delhi,FAILED
TXN_ECC1ACD464734125,ACC_2DOA7CCI,MER_9B0QI757,DEV_IANTXX6L,103,2025-02-28 23:13:00,Hyderabad,SUCCESS
TXN_04DB12E13D4E4EBD,ACC_EGF0I90B,MER_1M2ZQJ2B,DEV_A8SBB1U7,3330,2025-03-01 14:46:00,Hyderabad,SUCCESS
TXN_5600CB0BC39C4A05,ACC_O0RPPU3V,MER_NG8AM7LD,DEV_HFXMI3WF,1349,2025-03-02 05:58:00,Hyderabad,SUCCESS
TXN_8E90902FE20340ED,ACC_CH6ESSD5,MER_A3LMX0BY,DEV_Z5L2RQM3,1156,2025-03-03 19:57:00,Hyderabad,SUCCESS
TXN_0D29252242BE41B9,ACC_X0JSX6D8,MER_4HU8QCU5,DEV_ZFRMM68H,2619,2025-03-04 13:14:00,Chennai,SUCCESS
TXN_5B461E69F9A149A4,ACC_8WF19BPR,MER_UV8VCNZN,DEV_RT7U7J8V,658,2025-03-05 23:41:00,Delhi,SUCCESS
TXN_9487CD9F80C94B6D,ACC_MTDCAQW1,MER_MQWIYBCL,DEV_0V8PAAWD,3980,2025-03-06 20:32:00,Chennai,SUCCESS
TXN_AFAAC8F9FBA040BE,ACC_8MZW9G4Y,MER_M83LEOQF,DEV_QACMX9SB,3225,2025-03-07 22:11:00,Bangalore,SUCCESS
TXN_6293C536917F4797,ACC_ZH79N3F5,MER_C91O3VA8,DEV_GBZ51HJN,1413,2025-03-08 13:31:00,Chennai,SUCCESS
TXN_84EEADC6C35D4005,ACC_Z5NIMV5X,MER_4BIALFEY,DEV_MKEEWQ7J,200,2025-03-23 01:29:00,Mumbai,SUCCESS
TXN_CFF712DA6BD240EF,ACC_R7DP2R4T,MER_YLKL2LWB,DEV_TMFL6CH5,3983,2025-03-24 01:03:00,Delhi,SUCCESS
TXN_8B5564A5F6A6467C,ACC_WFS600EY,MER_A4QV3WUV,DEV_8QTGZCOH,2946,2025-03-25 01:53:00,Bangalore,SUCCESS
TXN_BA1B65E056B5400A,ACC_69979JRT,MER_T9JC19UG,DEV_GME6FNQH,2251,2025-03-26 05:54:00,Delhi,SUCCESS
TXN_D99E6EDB38DE4950,ACC_XUTGLQU3,MER_9FKJ9GDO,DEV_62KORONA,1240,2025-03-27 01:01:00,Mumbai,SUCCESS
TXN_6735D1299BEA44D6,ACC_3L0W7X5F,MER_M096Z2VD,DEV_TMFL6CH5,2963,2025-03-28 08:48:00,Chennai,SUCCESS
TXN_AC21D11D01394458,ACC_M1BAG91A,MER_Z4RPWISJ,DEV_KUHR42SG,3920,2025-03-29 01:09:00,Hyderabad,SUCCESS
TXN_76F6D9C92A4F4057,ACC_OAWSLHJF,MER_RO1HGOAV,DEV_8QTGZCOH,3253,2025-03-30 15:35:00,Mumbai,SUCCESS
TXN_983A4DF1B3D443A9,ACC_1ZRDP7RU,MER_ZWMJ94H3,DEV_RWMJ56L0,1333,2025-03-31 13:56:00,Mumbai,SUCCESS
TXN_69381FB6428B44EB,ACC_07IV0LGM,MER_OW4LSRJ0,DEV_MM4BBO57,3285,2025-01-01 15:41:00,Hyderabad,SUCCESS
TXN_9E7E9C3915A64C85,ACC_D6MWRH1O,MER_BDQOAEOU,DEV_XIZEC16L,3723,2025-01-02 18:22:00,Mumbai,SUCCESS
TXN_A69E658E55534E0A,ACC_MA1W2I46,MER_277FA8WQ,DEV_VN0TZWO3,3267,2025-01-03 08:55:00,Delhi,FAILED
TXN_8A807F1E201C48ED,ACC_E2M05N5A,MER_SFPQYYRG,DEV_H8F43741,619,2025-01-04 03:46:00,Chennai,SUCCESS
TXN_23AE304C98D04FB2,ACC_RVQ8XB1F,MER_P9WKKTKT,DEV_L98B3D59,242,2025-01-05 13:38:00,Bangalore,SUCCESS
TXN_908CAC6B03814784,ACC_VZQ6L613,MER_4BIALFEY,DEV_FP53ZV5T,1835,2025-01-06 01:25:00,Bangalore,SUCCESS
TXN_88C6124C64B74F37,ACC_2RMY6KN7,MER_BE50BO6O,DEV_ID9AZ7DM,1907,2025-01-07 22:38:00,Hyderabad,SUCCESS
TXN_2DB958B326ED4769,ACC_C6LGDHRP,MER_ZU4L3M2O,DEV_5PMMJIXM,611,2025-01-08 16:52:00,Mumbai,FAILED
TXN_41E588465F6841B1,ACC_RFJEA192,MER_F8B2AK04,DEV_A8SBB1U7,2487,2025-01-09 05:57:00,Bangalore,SUCCESS
TXN_2C788735954343D6,ACC_BK4OEXW3,MER_7M6EG8WT,DEV_IANTXX6L,373,2025-01-10 23:07:00,Delhi,SUCCESS
TXN_E795A4DFB13D4688,ACC_1VZCBQW5,MER_BU0RFEKO,DEV_EY7Q2QE8,1088,2025-01-11 07:26:00,Bangalore,SUCCESS
TXN_8B58EFD91D474138,ACC_L3Q8F5ON,MER_3SJ6FRWU,DEV_4GDPZ18V,3453,2025-03-07 05:39:00,Bangalore,SUCCESS
TXN_CDD625DBE8A443CD,ACC_CSD8C977,MER_UG8SIO26,DEV_4NXEBZSP,3912,2025-03-08 21:28:00,Bangalore,SUCCESS
TXN_60A3BDD5899346D4,ACC_Y8K71ZVB,MER_R0EX22BO,DEV_W6RJNZE4,2349,2025-03-09 08:01:00,Mumbai,SUCCESS
TXN_FEDE20581F5F4881,ACC_JQ72S6CL,MER_2K2GVBNN,DEV_L98B3D59,2496,2025-03-10 15:53:00,Mumbai,SUCCESS
TXN_E862EFA77A3F4D70,ACC_I9FH7XYP,MER_TRO1KRLR,DEV_23ZV2G2I,1840,2025-03-11 05:00:00,Delhi,SUCCESS
TXN_C067232AFF8641C2,ACC_RDWAROEL,MER_4UR3ZK7F,DEV_PZNQ6E5D,1035,2025-03-12 01:11:00,Delhi,SUCCESS
TXN_137E6835E99C4C79,ACC_G4D28KAC,MER_YB1AO527,DEV_3VDF27XY,793,2025-03-13 17:51:00,Chennai,SUCCESS
TXN_0BA532474EC94C9A,ACC_VY2B64GQ,MER_UV8VCNZN,DEV_MEGOFALB,3523,2025-03-14 19:58:00,Mumbai,SUCCESS
TXN_585C8AAF552A41F2,ACC_ON9QX5NX,MER_4HU8QCU5,DEV_6JHUNNAA,1150,2025-03-15 11:32:00,Chennai,FAILED
TXN_8112AA056EAA4F23,ACC_X6AXP73S,MER_NG8AM7LD,DEV_MEGOFALB,417,2025-03-16 14:52:00,Delhi,SUCCESS
TXN_8FE24DCB09264EB4,ACC_61DAJTTT,MER_BDQOAEOU,DEV_5PMMJIXM,3456,2025-03-17 23:45:00,Delhi,SUCCESS
TXN_38F07964B8BA45EE,ACC_MVC7HSFA,MER_MZOUC6FL,DEV_G5I3JRDP,2088,2025-03-18 22:12:00,Mumbai,SUCCESS
TXN_0D648B3528D34F41,ACC_0N5G2DPO,MER_U4Q6LAEJ,DEV_Q0O663RM,1724,2025-03-19 10:16:00,Hyderabad,SUCCESS
TXN_3411B0DB149F45FD,ACC_LNESCZ18,MER_EH1T6RP0,DEV_M1LFFUMY,670,2025-03-20 05:16:00,Chennai,SUCCESS
TXN_302C4F183AB542F4,ACC_QKM5A3G2,MER_OCI90667,DEV_PZNQ6E5D,3016,2025-03-21 09:46:00,Chennai,SUCCESS
TXN_880B42DD1FB84C7E,ACC_V7L1PLE8,MER_DU6H1HAI,DEV_AXZ2H3PK,2478,2025-03-22 11:57:00,Hyderabad,SUCCESS
TXN_50269FD7F1574A05,ACC_8BP5AR7G,MER_OQWG7MBA,DEV_6QMZMEN3,3176,2025-03-23 19:23:00,Bangalore,SUCCESS
TXN_7F1FF8DE7A10484F,ACC_4FB4N5P7,MER_74Z1CZZR,DEV_RT7U7J8V,3943,2025-03-24 20:55:00,Mumbai,SUCCESS
TXN_31CDFE706AA14E57,ACC_IQ8LS6X0,MER_29MSF9SP,DEV_Z5L2RQM3,3577,2025-03-25 04:04:00,Chennai,SUCCESS
TXN_5F23349C39374D5B,ACC_MUQY7771,MER_EM1I22HK,DEV_9GDCFD9L,947,2025-03-26 04:45:00,Hyderabad,SUCCESS
TXN_DC1B28F19A694D6E,ACC_CCFKUB7B,MER_2V5779E9,DEV_GBZ51HJN,2813,2025-03-27 19:15:00,Hyderabad,FAILED
TXN_70E4A0FAD2184F6B,ACC_POTGHRKQ,MER_MZOUC6FL,DEV_HDZUQIWR,894,2025-03-28 12:29:00,Delhi,SUCCESS
TXN_3EC91DD489CF488B,ACC_OTYQUA3Z,MER_RJX2CYC8,DEV_5HUGPFP0,3192,2025-03-29 12:45:00,Hyderabad,SUCCESS
TXN_3A3D6DFB5DF94FBA,ACC_6NCGBG1O,MER_Z71SO1ET,DEV_KUHR42SG,1147,2025-03-30 18:46:00,Delhi,SUCCESS
TXN_DA30E7CD91DF4C10,ACC_0DFX4VBO,MER_5XC57BFL,DEV_FSL9ELMQ,1084,2025-03-31 16:34:00,Chennai,FAILED
TXN_531649A044CC46B6,ACC_XNN22CS8,MER_AN3V7KNA,DEV_ID9AZ7DM,634,2025-01-01 03:38:00,Mumbai,SUCCESS
TXN_71AC330A59034797,ACC_RVIC3CSA,MER_V7PU311X,DEV_5IZRGCRN,3501,2025-01-02 14:16:00,Delhi,SUCCESS
TXN_99D1AB5B28AE4BF6,ACC_CMJ836UK,MER_SNKB8QH8,DEV_FSL9ELMQ,2468,2025-01-03 19:34:00,Hyderabad,SUCCESS
TXN_D6EDFDE8052749CC,ACC_1ZJY4SGY,MER_EQQNLHFZ,DEV_3VDF27XY,554,2025-01-04 15:04:00,Bangalore,SUCCESS
TXN_6E98F88686DE414C,ACC_T8LAFZB6,MER_LPUKR9UY,DEV_RZ4BWA38,3921,2025-01-05 19:14:00,Chennai,SUCCESS
TXN_C7AB9FA812474093,ACC_E2M05N5A,MER_IHMVTPIV,DEV_23ZV2G2I,3813,2025-01-06 06:18:00,Mumbai,SUCCESS
TXN_3214B7BE7CCA484F,ACC_N9O9H6F8,MER_NG8AM7LD,DEV_8BOJO0VJ,1746,2025-01-07 16:26:00,Mumbai,SUCCESS
TXN_3D02B1AB46454C67,ACC_UOUTABWX,MER_UFIH90ET,DEV_KUHR42SG,2215,2025-01-08 22:00:00,Mumbai,SUCCESS
TXN_EB33F3DA3FF341AC,ACC_GET23O0Q,MER_KYSE499S,DEV_JI5W8PIF,427,2025-01-09 00:56:00,Hyderabad,FAILED
TXN_6CB6B90E842F49F1,ACC_QNEV7TNA,MER_2C71ZPCV,DEV_PZNQ6E5D,2443,2025-01-10 15:35:00,Mumbai,SUCCESS
TXN_A12A3A68AACF4DDD,ACC_MFORDY36,MER_QF6XU200,DEV_AXZ2H3PK,1859,2025-01-11 22:00:00,Bangalore,SUCCESS
TXN_5CBB8841C7764F78,ACC_T15WYQQF,MER_A3LMX0BY,DEV_DQDYP9NF,3761,2025-01-12 03:27:00,Chennai,SUCCESS
TXN_90B3BC8B372247BD,ACC_DS1QMYN1,MER_XEA5578F,DEV_AXZ2H3PK,1609,2025-01-13 20:39:00,Bangalore,SUCCESS
TXN_624FDCE707CD4BD1,ACC_H4S6AABV,MER_P8NU1ETP,DEV_TMFL6CH5,1778,2025-01-14 20:50:00,Mumbai,FAILED
TXN_99143C2592A64BF3,ACC_E4UIX498,MER_87CMP6US,DEV_VAV2V6KN,1447,2025-01-15 04:34:00,Mumbai,SUCCESS
TXN_CDF18AFDB41C4E50,ACC_I1J5LCL3,MER_3DMH0GPA,DEV_Z5L2RQM3,3643,2025-01-16 03:24:00,Mumbai,FAILED
TXN_D8ECB08510F640A3,ACC_HYGHFZW3,MER_O7JBK1O9,DEV_MEGOFALB,308,2025-01-17 19:31:00,Delhi,SUCCESS
TXN_3D79951E50BA40D4,ACC_FOH6UTFH,MER_G303JJCG,DEV_1FD34ISE,1839,2025-01-18 18:13:00,Hyderabad,SUCCESS
TXN_363E3D1873E74EE2,ACC_138CV2KT,MER_UE7RH2GH,DEV_38PEEMC9,1362,2025-01-19 00:50:00,Delhi,SUCCESS
TXN_5D22AE7F6E5A4C23,ACC_HBRNTZHI,MER_4DSNFREX,DEV_IDB7B4J4,763,2025-01-20 05:41:00,Delhi,SUCCESS
TXN_C135934C1C5F4612,ACC_JZO8PYVQ,MER_RJM9M8C9,DEV_FY1TDJN1,1795,2025-01-21 04:19:00,Mumbai,SUCCESS
TXN_42947A8A30D149EC,ACC_GMW74GBG,MER_Y8XSDEQW,DEV_ID9AZ7DM,3930,2025-01-22 21:45:00,Mumbai,SUCCESS
TXN_F3E67BF8A5F341AE,ACC_1OZOZ9VR,MER_Y8XSDEQW,DEV_KQN12VBP,2896,2025-01-23 20:04:00,Bangalore,SUCCESS
TXN_AED4945430A04F1E,ACC_LXWYB9O9,MER_YLJYZYZO,DEV_C29I4LM2,100,2025-01-24 09:06:00,Bangalore,SUCCESS
TXN_EED9760797664922,ACC_2XMQ9A97,MER_L2EYB8FC,DEV_MQA20MY6,996,2025-01-25 19:31:00,Bangalore,SUCCESS
TXN_4D99EDBF31A541EB,ACC_8RB9H1GO,MER_48CSCHK1,DEV_GBZ51HJN,3633,2025-01-26 23:37:00,Hyderabad,SUCCESS
TXN_6844D39A8D584493,ACC_HBA7U00E,MER_G303JJCG,DEV_IAX3A4LF,1820,2025-01-11 16:09:00,Chennai,SUCCESS
TXN_7579A50B159A4321,ACC_9R45L50S,MER_L4EW9N7V,DEV_4GDPZ18V,3775,2025-01-12 11:26:00,Delhi,SUCCESS
TXN_FD0088DEA8A74BEF,ACC_JVZFJHBZ,MER_5AAUPOK5,DEV_Z6QPF5GD,355,2025-01-13 00:33:00,Chennai,SUCCESS
TXN_143DD74391044FD4,ACC_3FKICLNC,MER_G3DR9Z0R,DEV_S9TX7ACN,201332,2025-01-14 19:36:00,Mumbai,SUCCESS
TXN_59A058F31DB94D5D,ACC_8L1W810H,MER_UFIH90ET,DEV_AXZ2H3PK,419,2025-01-15 02:07:00,Mumbai,FAILED
TXN_F03263755DB44840,ACC_ZVPEOSJY,MER_N5BSRT38,DEV_EY7Q2QE8,2085,2025-01-16 09:11:00,Mumbai,SUCCESS
TXN_4FD23C11D0914671,ACC_G384OWWG,MER_N7CCWCPF,DEV_4C2N32P1,2663,2025-01-17 20:55:00,Chennai,SUCCESS
TXN_1841A2709AB74E9E,ACC_VKTIGBLK,MER_O51TDTE0,DEV_PPJCJ02V,2810,2025-01-18 10:32:00,Delhi,SUCCESS
TXN_788A549B91D7450D,ACC_KQLLRK7Y,MER_R0EX22BO,DEV_IDB7B4J4,545,2025-01-19 01:24:00,Hyderabad,FAILED
TXN_71D53C82ACB34B43,ACC_HOUWWUV2,MER_UFIH90ET,DEV_W4UOXPNL,897,2025-01-20 17:33:00,Delhi,SUCCESS
TXN_96B3072DEC5D47D4,ACC_J6GCM5VR,MER_7AOO37Z1,DEV_M1LFFUMY,3712,2025-01-21 17:18:00,Delhi,FAILED
TXN_16ED2802B8F5440F,ACC_MUQY7771,MER_L29G5SL6,DEV_JZBE2HNT,239,2025-01-22 13:44:00,Hyderabad,SUCCESS
TXN_B9E64E0136F04880,ACC_ODEFL2IL,MER_16QCQY99,DEV_BQU0Z6TP,3335,2025-01-23 13:33:00,Chennai,SUCCESS
TXN_0C6504DDFDA14AC4,ACC_EHNMK6AX,MER_M83LEOQF,DEV_XBR0FGMK,2195,2025-01-24 11:24:00,Hyderabad,SUCCESS
